origin,destination,origin_lat,origin_long,dest_lat,dest_long,dist_km,dist_mi
MIN,SEA,44.98166667,-93.27833333,47.59138889,-122.3325,2238.000620578998,1390.926426711621
NYY,TEX,40.82916667,-73.92638889,32.75138889,-97.08277778,2240.3034945974346,1392.357672217175
NYM,TEX,40.75694444,-73.84583333,32.75138889,-97.08277778,2244.5956830255727,1395.0252846647438
HOU,NYY,29.75694444,-95.35555556,40.82916667,-73.92638889,2292.1421234779195,1424.5755894828587
HOU,NYM,29.75694444,-95.35555556,40.75694444,-73.84583333,2294.7921069262743,1426.2225649013515
ARI,CHW,33.44527778,-112.0669444,41.83,-87.63388889,2334.191665760717,1450.7095498823599
ARI,CHC,33.44527778,-112.0669444,41.94833333,-87.65555556,2336.026237370354,1451.849743549008
OAK,TEX,37.75166667,-122.2005556,32.75138889,-97.08277778,2339.8556515916025,1454.2297399574907
ARI,MIL,33.44527778,-112.0669444,43.02833333,-87.97111111,2347.2494689661953,1458.825027325168
SFG,TEX,37.77833333,-122.3894444,32.75138889,-97.08277778,2356.680722319568,1464.6865893844424
COL,WAS,39.75611111,-104.9941667,38.87277778,-77.0075,2399.8783481247274,1491.5340883310923
KCR,OAK,39.05138889,-94.48055556,37.75166667,-122.2005556,2410.520226353756,1498.1480586412404
BAL,COL,39.28388889,-76.62166667,39.75611111,-104.9941667,2424.0238045015935,1506.540587011556
KCR,SFG,39.05138889,-94.48055556,37.77833333,-122.3894444,2426.1384248680797,1507.8548321119204
KCR,SEA,39.05138889,-94.48055556,47.59138889,-122.3325,2428.235671811514,1509.158279559673
MIA,MIN,25.77805556,-80.21972222,44.98166667,-93.27833333,2434.3542825571863,1512.9610208559268
LAA,MIN,33.80027778,-117.8827778,44.98166667,-93.27833333,2438.3493666698914,1515.4439817712191
LAD,MIN,34.07361111,-118.24,44.98166667,-93.27833333,2445.951271599302,1520.1685963948428
COL,TBR,39.75611111,-104.9941667,27.76833333,-82.65333333,2447.162858621319,1520.921602623567
MIN,SDP,44.98166667,-93.27833333,32.70729983,-117.1565998,2463.0022959029493,1530.7658768818828
SDP,STL,32.70729983,-117.1565998,38.6225,-90.19305556,2512.9557586154797,1561.812155758533
BOS,TEX,42.34638889,-71.0975,32.75138889,-97.08277778,2513.6399748410972,1562.2373989068349
MIN,OAK,44.98166667,-93.27833333,37.75166667,-122.2005556,2528.129428237791,1571.24265272703
LAA,STL,33.80027778,-117.8827778,38.6225,-90.19305556,2531.198382975445,1573.1500204943723
COL,PHI,39.75611111,-104.9941667,39.90583333,-75.16638889,2535.094410871893,1575.571417571096
ARI,CIN,33.44527778,-112.0669444,39.0975,-84.50666667,2538.6605734192817,1577.7878020007965
MIN,SFG,44.98166667,-93.27833333,37.77833333,-122.3894444,2541.455238299051,1579.5246975133941
LAD,STL,34.07361111,-118.24,38.6225,-90.19305556,2551.832683188278,1585.9743214346042
ARI,ATL,33.44527778,-112.0669444,33.73527778,-84.38944444,2556.134511451296,1588.6479250784935
BOS,HOU,42.34638889,-71.0975,29.75694444,-95.35555556,2576.995923534151,1601.6133769634253
COL,NYY,39.75611111,-104.9941667,40.82916667,-73.92638889,2623.8649641944858,1630.742675074261
HOU,OAK,29.75694444,-95.35555556,37.75166667,-122.2005556,2625.084405319804,1631.5005626599154
COL,NYM,39.75611111,-104.9941667,40.75694444,-73.84583333,2631.6686786786927,1635.592715151456
HOU,SFG,29.75694444,-95.35555556,37.77833333,-122.3894444,2641.944395191768,1641.9791144759279
SEA,TEX,47.59138889,-122.3325,32.75138889,-97.08277778,2685.7383328940678,1669.1972236756171
MIL,SEA,43.02833333,-87.97111111,47.59138889,-122.3325,2711.397128256484,1685.144268649151
ARI,DET,33.44527778,-112.0669444,42.33916667,-83.04861111,2715.225810375104,1687.5238100528927
SEA,STL,47.59138889,-122.3325,38.6225,-90.19305556,2768.9896489058788,1720.9382528936476
COL,MIA,39.75611111,-104.9941667,25.77805556,-80.21972222,2774.333260342145,1724.2593289882816
LAA,MIL,33.80027778,-117.8827778,43.02833333,-87.97111111,2782.38463383719,1729.2632901411996
CHC,SEA,41.94833333,-87.65555556,47.59138889,-122.3325,2783.647484139127,1730.048156705486
OAK,STL,37.75166667,-122.2005556,38.6225,-90.19305556,2784.8702496278966,1730.8081103964553
CHW,SDP,41.83,-87.63388889,32.70729983,-117.1565998,2785.3503101906194,1731.1064699755248
CHW,LAA,41.83,-87.63388889,33.80027778,-117.8827778,2786.156844691007,1731.6077344257346
CHC,SDP,41.94833333,-87.65555556,32.70729983,-117.1565998,2786.2879471223123,1731.6892151164154
CHC,LAA,41.94833333,-87.65555556,33.80027778,-117.8827778,2786.4108926094627,1731.7656262333517
MIL,SDP,43.02833333,-87.97111111,32.70729983,-117.1565998,2788.590254254888,1733.1201083001167
CHW,SEA,41.83,-87.63388889,47.59138889,-122.3325,2790.843769974487,1734.5206774235469
LAD,MIL,34.07361111,-118.24,43.02833333,-87.97111111,2795.6042875895105,1737.47935835271
SFG,STL,37.77833333,-122.3894444,38.6225,-90.19305556,2800.4966689162734,1740.5199931114191
CHW,LAD,41.83,-87.63388889,34.07361111,-118.24,2801.514497770092,1741.1525778558682
CHC,LAD,41.94833333,-87.65555556,34.07361111,-118.24,2801.5616205565784,1741.1818648580352
ARI,CLE,33.44527778,-112.0669444,41.49583333,-81.68527778,2809.688493105294,1746.2327489778086
BOS,COL,42.34638889,-71.0975,39.75611111,-104.9941667,2838.042733021652,1763.8550236306105
ARI,TBR,33.44527778,-112.0669444,27.76833333,-82.65333333,2874.604545095566,1786.5783375360884
ARI,PIT,33.44527778,-112.0669444,40.44694444,-80.00583333,2935.7880031620166,1824.6041038918686
MIL,OAK,43.02833333,-87.97111111,37.75166667,-122.2005556,2936.4477356885423,1825.014130322276
MIL,SFG,43.02833333,-87.97111111,37.77833333,-122.3894444,2950.6726297438986,1833.8549594430694
CHC,OAK,41.94833333,-87.65555556,37.75166667,-122.2005556,2965.199351601909,1842.8833757625289
CHW,OAK,41.83,-87.63388889,37.75166667,-122.2005556,2967.606050407464,1844.379148792706
CHC,SFG,41.94833333,-87.65555556,37.77833333,-122.3894444,2979.7909694701566,1851.9521252145162
CHW,SFG,41.83,-87.63388889,37.77833333,-122.3894444,2982.2360432942114,1853.4717484737175
CIN,SDP,39.0975,-84.50666667,32.70729983,-117.1565998,3007.9877552413623,1869.4765414800263
CIN,LAA,39.0975,-84.50666667,33.80027778,-117.8827778,3025.148438546423,1880.1419754794426
ARI,TOR,33.44527778,-112.0669444,43.64138889,-79.38916667,3035.4216378363926,1886.5268103395852
ATL,SDP,33.73527778,-84.38944444,32.70729983,-117.1565998,3037.3581795199607,1887.730378819118
HOU,SEA,29.75694444,-95.35555556,47.59138889,-122.3325,3040.8796923892137,1889.9190132934827
CIN,LAD,39.0975,-84.50666667,34.07361111,-118.24,3045.2276037619126,1892.6212577762042
ATL,LAA,33.73527778,-84.38944444,33.80027778,-117.8827778,3082.0708117709632,1915.5194603921461
ATL,LAD,33.73527778,-84.38944444,34.07361111,-118.24,3109.7647798513576,1932.731373431546
DET,SEA,42.33916667,-83.04861111,47.59138889,-122.3325,3110.7375461294155,1933.335951603117
CIN,SEA,39.0975,-84.50666667,47.59138889,-122.3325,3165.87495979895,1967.6040769415474
DET,SDP,42.33916667,-83.04861111,32.70729983,-117.1565998,3167.7708505648366,1968.7823807115205
DET,LAA,42.33916667,-83.04861111,33.80027778,-117.8827778,3168.6254229171814,1969.313500880784
ARI,MIA,33.44527778,-112.0669444,25.77805556,-80.21972222,3180.6661531727614,1976.796863376483
DET,LAD,42.33916667,-83.04861111,34.07361111,-118.24,3183.820131046692,1978.7570733664961
ARI,WAS,33.44527778,-112.0669444,38.87277778,-77.0075,3184.6501954544556,1979.2729617491955
ARI,BAL,33.44527778,-112.0669444,39.28388889,-76.62166667,3218.115185134178,2000.0715880262137
CLE,SEA,41.49583333,-81.68527778,47.59138889,-122.3325,3252.7404897730667,2021.5913547377668
CIN,OAK,39.0975,-84.50666667,37.75166667,-122.2005556,3263.403076336387,2028.2181953613344
CLE,SDP,41.49583333,-81.68527778,32.70729983,-117.1565998,3268.146481199297,2031.1662406459272
CLE,LAA,41.49583333,-81.68527778,33.80027778,-117.8827778,3273.7188215444035,2034.6294726814192
CIN,SFG,39.0975,-84.50666667,37.77833333,-122.3894444,3278.736335849093,2037.747878091419
CLE,LAD,41.49583333,-81.68527778,34.07361111,-118.24,3290.291192328443,2044.9292680723697
SEA,TOR,47.59138889,-122.3325,43.64138889,-79.38916667,3325.4615047893817,2066.7877593470366
DET,OAK,42.33916667,-83.04861111,37.75166667,-122.2005556,3341.5923279986146,2076.8131311364914
ARI,PHI,33.44527778,-112.0669444,39.90583333,-75.16638889,3343.4465738015647,2077.965552393763
SDP,TBR,32.70729983,-117.1565998,27.76833333,-82.65333333,3344.853222499944,2078.8397902423517
DET,SFG,42.33916667,-83.04861111,37.77833333,-122.3894444,3355.9924704261525,2085.76287782856
PIT,SDP,40.44694444,-80.00583333,32.70729983,-117.1565998,3400.1857450929233,2113.2291765648997
LAA,PIT,33.80027778,-117.8827778,40.44694444,-80.00583333,3411.1477775668286,2120.04212403159
LAA,TBR,33.80027778,-117.8827778,27.76833333,-82.65333333,3414.39885027482,2122.062678853213
ATL,OAK,33.73527778,-84.38944444,37.75166667,-122.2005556,3418.2519532801625,2124.457397936708
LAD,PIT,34.07361111,-118.24,40.44694444,-80.00583333,3429.2701224466855,2131.30523458464
PIT,SEA,40.44694444,-80.00583333,47.59138889,-122.3325,3431.2053088606567,2132.507960758643
ATL,SFG,33.73527778,-84.38944444,37.77833333,-122.3894444,3434.5968434780975,2134.6158132244236
LAD,TBR,34.07361111,-118.24,27.76833333,-82.65333333,3448.290662305182,2143.1265769454208
ARI,NYY,33.44527778,-112.0669444,40.82916667,-73.92638889,3450.2374207424637,2144.33649517866
ARI,NYM,33.44527778,-112.0669444,40.75694444,-73.84583333,3456.841834940551,2148.441165283127
CLE,OAK,41.49583333,-81.68527778,37.75166667,-122.2005556,3463.0380050645044,2152.292110046305
CLE,SFG,41.49583333,-81.68527778,37.77833333,-122.3894444,3477.6554793055434,2161.3769293384357
LAA,TOR,33.80027778,-117.8827778,43.64138889,-79.38916667,3478.7112493941713,2162.033094713593
SDP,TOR,32.70729983,-117.1565998,43.64138889,-79.38916667,3482.6262041108444,2164.4662548855467
LAD,TOR,34.07361111,-118.24,43.64138889,-79.38916667,3492.3333800181767,2170.4993039267724
ATL,SEA,33.73527778,-84.38944444,47.59138889,-122.3325,3506.190040666541,2179.1112744975394
OAK,PIT,37.75166667,-122.2005556,40.44694444,-80.00583333,3618.8132770963903,2249.1070709113674
OAK,TOR,37.75166667,-122.2005556,43.64138889,-79.38916667,3626.906163097709,2254.136832254636
PIT,SFG,40.44694444,-80.00583333,37.77833333,-122.3894444,3633.6642545616546,2258.3370134006555
SFG,TOR,37.77833333,-122.3894444,43.64138889,-79.38916667,3640.842874778467,2262.7985548654237
MIA,SDP,25.77805556,-80.21972222,32.70729983,-117.1565998,3646.5328764807377,2266.334913909719
SDP,WAS,32.70729983,-117.1565998,38.87277778,-77.0075,3655.5578689505437,2271.943983188654
LAA,WAS,33.80027778,-117.8827778,38.87277778,-77.0075,3673.5917377378273,2283.1521054927452
BAL,SDP,39.28388889,-76.62166667,32.70729983,-117.1565998,3687.5762404206253,2291.8435304043664
ARI,BOS,33.44527778,-112.0669444,42.34638889,-71.0975,3690.077145767338,2293.3978531804464
LAD,WAS,34.07361111,-118.24,38.87277778,-77.0075,3693.6955026487917,2295.646676599622
BAL,LAA,39.28388889,-76.62166667,33.80027778,-117.8827778,3703.736166097184,2301.8869894948316
LAA,MIA,33.80027778,-117.8827778,25.77805556,-80.21972222,3720.428529738428,2312.2613609312793
BAL,LAD,39.28388889,-76.62166667,34.07361111,-118.24,3723.2872817833486,2314.0380868759157
SEA,WAS,47.59138889,-122.3325,38.87277778,-77.0075,3740.460220904268,2324.7111379143994
BAL,SEA,39.28388889,-76.62166667,47.59138889,-122.3325,3746.667289995675,2328.568856429879
LAD,MIA,34.07361111,-118.24,25.77805556,-80.21972222,3755.3000752516714,2333.9341673410013
PHI,SDP,39.90583333,-75.16638889,32.70729983,-117.1565998,3810.580602074377,2368.291238082273
PHI,SEA,39.90583333,-75.16638889,47.59138889,-122.3325,3821.841847072143,2375.290147341295
LAA,PHI,33.80027778,-117.8827778,39.90583333,-75.16638889,3823.832835084416,2376.5275544340684
OAK,TBR,37.75166667,-122.2005556,27.76833333,-82.65333333,3829.58603529923,2380.103191609217
LAD,PHI,34.07361111,-118.24,39.90583333,-75.16638889,3842.499703053651,2388.129088286918
SFG,TBR,37.77833333,-122.3894444,27.76833333,-82.65333333,3846.384064815873,2390.543234814091
NYY,SEA,40.82916667,-73.92638889,47.59138889,-122.3325,3865.630753308512,2402.505129464582
NYM,SEA,40.75694444,-73.84583333,47.59138889,-122.3325,3875.3787120182483,2408.563525182255
OAK,WAS,37.75166667,-122.2005556,38.87277778,-77.0075,3904.124442254954,2426.429112650686
NYY,SDP,40.82916667,-73.92638889,32.70729983,-117.1565998,3913.699205742478,2432.3798668380846
SFG,WAS,37.77833333,-122.3894444,38.87277778,-77.0075,3919.24249667712,2435.8250445476197
NYM,SDP,40.75694444,-73.84583333,32.70729983,-117.1565998,3920.6023824030444,2436.6702190199157
LAA,NYY,33.80027778,-117.8827778,40.82916667,-73.92638889,3922.888494933283,2438.091047192842
BAL,OAK,39.28388889,-76.62166667,37.75166667,-122.2005556,3926.7067409088854,2440.4641024915386
LAA,NYM,33.80027778,-117.8827778,40.75694444,-73.84583333,3930.0855856888197,2442.5640681720447
LAD,NYY,34.07361111,-118.24,40.82916667,-73.92638889,3940.328517137758,2448.930091446711
BAL,SFG,39.28388889,-76.62166667,37.77833333,-122.3894444,3941.7178624526946,2449.793575172588
LAD,NYM,34.07361111,-118.24,40.75694444,-73.84583333,3947.6108617803234,2453.4560980611086
BOS,SEA,42.34638889,-71.0975,47.59138889,-122.3325,3998.2518632400593,2484.92968504665
OAK,PHI,37.75166667,-122.2005556,39.90583333,-75.16638889,4033.9566011054144,2507.12032386912
PHI,SFG,39.90583333,-75.16638889,37.77833333,-122.3894444,4048.7691261644823,2516.326368032618
SEA,TBR,47.59138889,-122.3325,27.76833333,-82.65333333,4064.8659965700954,2526.3306380174613
NYY,OAK,40.82916667,-73.92638889,37.75166667,-122.2005556,4115.900177791194,2558.048587813048
NYM,OAK,40.75694444,-73.84583333,37.75166667,-122.2005556,4124.144776056376,2563.172638941191
NYY,SFG,40.82916667,-73.92638889,37.77833333,-122.3894444,4130.446740057428,2567.089335026369
NYM,SFG,40.75694444,-73.84583333,37.77833333,-122.3894444,4138.705774074207,2572.2223580324467
BOS,SDP,42.34638889,-71.0975,32.70729983,-117.1565998,4146.986657238259,2577.3689603718203
MIA,OAK,25.77805556,-80.21972222,37.75166667,-122.2005556,4147.03228594987,2577.3973188004165
BOS,LAA,42.34638889,-71.0975,33.80027778,-117.8827778,4149.700441261604,2579.0555881054097
MIA,SFG,25.77805556,-80.21972222,37.77833333,-122.3894444,4163.859270820524,2587.855357874782
BOS,LAD,42.34638889,-71.0975,34.07361111,-118.24,4165.140560462446,2588.65168456336
BOS,OAK,42.34638889,-71.0975,37.75166667,-122.2005556,4314.208821975131,2681.2982112959176
BOS,SFG,42.34638889,-71.0975,37.77833333,-122.3894444,4328.274590879927,2690.040143492807
MIA,SEA,25.77805556,-80.21972222,47.59138889,-122.3325,4392.339105472728,2729.856498118538
